,textID,selected_text
1750,e8ddfa3959,fun 
1751,502aa24ca7,pretty 
1752,3861b033fb,watching the  
1753,86a28f67e9, x you like guys ur done 
1754,83c92f835b,still out the 
1755,8d138ab15b, 
1756,9e8665abc5,so 
1757,d4623c0bd6,no 
1758,75ca238abe,so 
1759,ec8507eef4,thanks 
1760,65c1831198,you love 
1761,dcb745bcf2,woke up an early just got for a 
1762,cb1a68137c, can t be 
1763,a4d578eeb1,at least the sun is 
1764,64cf7657b9,has got out the sun 
1765,650fcedd22,he s him in tonight 
1766,0e0b4a2960,better 
1767,106a999786, is me from a thing the s my 
1768,6c18eab109,cant 
1769,d792349406,poor 
1770,dbdbe24969,finally back with the  
1771,5a3c9bf459,was just listening to the 
1772,f61861742c,happy 
1773,2a69a25949,don t 
1774,8d02587ab0,an car  
1775,6940969fb4,it s been two days  
1776,06aaa8e680,i m a long s he 
1777,f4052e9331,why i am 
1778,35f539ffa8,i found in a man with now just im and 
1779,736f2bd7b6,for 
1780,35e15c616c, what 
1781,4104064854, found a picture on this week i just out it in 
1782,d5c25dbc63, still 
1783,34b7f333cb,happy 
1784,bdf9453e5e, yeah i ve just a that in 
1785,6c409292ce, on tonight 
1786,ee89b16825,funny 
1787,9f0147e874,is going to sleep 
1788,1962233e5d,i feel bummed still t quite m sick 
1789,f2d120c26e,missing 
1790,10c841e57b,anyone got me an email u would be 
1791,5aa568e0a4,i ll be 
1792,2c9aebcb01,tomorrow is over 
1793,101a8b583a,hello how i did not sleep good 
1794,e01eb1cf88,finally out on my  
1795,7017d6c8cf,beautiful 
1796,4793312f15,this one 
1797,ed539778c1,really bored 
1798,198854f289,i feel her 
1799,d1aa96a414, 
1800,92fe747a96,good day 
1801,02077519e6,really i have time to my at work  
1802,784fbab498, 
1803,a3dff88c1d, 
1804,1977ce206b, better than 
1805,21c6854561, i m going to but it as well have 
1806,eb9b4d2431, love 
1807,0b3b751482,thank you 
1808,932af12853,awesome  
1809,aacd4d0c3f, 
1810,ee35fcd036,this morning 
1811,44daf50a02, 
1812,7623079330,a wonderful day 
1813,e64b0cc77d, yeah is out 
1814,780ee451f1,great 
1815,59ee5ff2f9, 
1816,001e4be1ab,is going to go sleep from work and have a of  
1817,363460c8f4,but got no to the beach 
1818,5be8565b8d,sad 
1819,ecaa478ef4, was 
1820,acdbccaeeb,is my 
1821,fc28b797bb,about to out for my a 
1822,5a8f396cb2,it is gonna be at least then as sun i for work  
1823,06a6314076,oh i m about this 
1824,82ea51ab18,i feel wanna my 
1825,895cec1c48, only do is a thing i have fun for 
1826,8fb50df8d2,so great 
1827,37fa199c50,can t get 
1828,121b9c13c2,good morning 
1829,451880b8a6,i love 
1830,c08a90abbd,love 
1831,23dad0b69f, 
1832,470f2669c4,do a lot of 
1833,53aae02026,new twitter to  
1834,ec946f285d,tired 
1835,0b25a31b7e,is  
1836,d2a3207aae,can t sleep 
1837,5dbb7ae2a3,i got a hug for but ve something  
1838,151779dfad,ok not really bad i to  
1839,c4393e4cba,happy 
1840,88051e4bea,good 
1841,845495ffac,happy i know that is  want to see don t and but for s 
1842,241afcd4ec,the 
1843,eb85ce805d,welcome 
1844,a04227ef4e,got 
1845,98c11bdba8,its too hot in my last year i wanna go  
1846,11634e3bf7, we ve got a bit up i to 
1847,944cb46d62, 
1848,c9dfbf4275, i know 
1849,1c2a41d71e,at work home tonight s off to go and see the time here so how  
1850,c5d1af4ed5, 
1851,8c582b0575,it s sooo 
1852,db331541b6, my name is too but 
1853,82c72d7fd0, 
1854,ade8ce79b8,last weekend  just an get t be 
1855,80d96cab37, haha 
1856,2a054d9205, yeah i know want to what that is 
1857,2f8250d0df,the 
1858,0c83190ad8,omg 
1859,7ebaf21cf7,hanging out with my lunch 
1860,cabf8f9dea, 
1861,706a860942, oh god 
1862,5de3c34293,i am the only 
1863,327f378bd9,i do it 
1864,9d187014d5,good morning 
1865,e4f5ac16a7, 
1866,7120ebfa1b, just be there tonight 
1867,1b64ea8f30,it s bit 
1868,954f523ded,very well but 
1869,ed4b3d03eb,i feel like my job  
1870,87187923db,how can t do in the to you a 
1871,bd13675621, time to get 
1872,e389e41385,happy 
1873,88375a5f3e,miss 
1874,7257f9b2b0,very 
1875,d80d99b28c,really 
1876,f6d3caf9ed,all 
1877,a00246028f,says 
1878,57f432f582,mother s for  
1879,14193ff01c,this year 
1880,07a8205fee,i wanna be as well 
1881,11e23ea0ed, lol u can me if 
1882,9198679ac1,stupid 
1883,348804d270, 
1884,dd7a9fb210,i 
1885,839095ea38, for our coffee lol 
1886,fb10c20429, 
1887,f52e7e5a88,i m gonna 
1888,db4a79059a,is 
1889,9114d80bac,time 
1890,7674cfa90a, 
1891,7dc87b5fc5,great 
1892,6328fd1b81,i m 
1893,0473875c4a,sad 
1894,3709c4e1be,great day  
1895,962ca0488f, well long 
1896,846d43bc8f,first 
1897,aa6e04fee2,is 
1898,b84d47c65f,thanks 
1899,646d1df036,good night 
1900,b00763f904,this summer 
1901,da60c4db48,very much 
1902,ebecd8135f, 
1903,5b584d38ff, party till days today 
1904,eaf8a522e9, do you want to who 
1905,4e38efebc2,eating 
1906,3195d34e5b,good 
1907,8d2be5bfc8, i m 
1908,6788d6c565,i love 
1909,fd7434a0e9,is with her  
1910,3e3496c6d4, was amazing 
1911,81defce8a3, on twitter that 
1912,62ed3d6141, what wrong with the i was watch 
1913,1219ed4a21,love me 
1914,9c90694664,why didn t 
1915,c35b8dbb8a,excited  
1916,b39dbc6ee5,thanks 
1917,3df0f721e1,i am like for my job and 
1918,e9c8585ad1,i have the car to but doesn t 
1919,2c9d5de236,happy 
1920,f3912c1463,awesome for 
1921,fc5aa0f34f,thanks so for the new 
1922,ce71d002ec,day is nice 
1923,dab7f56791,happy 
1924,4c1733246f, but i m on that my 
1925,cc1f8918df,is in 
1926,76f0861133,happy 
1927,074b2d89dd, 
1928,398d591255, 
1929,f8d8ebaf8d,new 
1930,a267c3e874,i we are just 
1931,c6e5884baa,like 
1932,b1ddb9811e, he s really 
1933,e30721df0d,hope 
1934,ac4a84a76c, i t like now we can to and miss work 
1935,959c593450,i think to but s  
1936,f20074e0d0,thanks 
1937,259b075523,really sucks 
1938,19365e33a0,shower  
1939,78b24a76c4, 
1940,00276ae6b1,i  
1941,3592e3ebc9,good luck 
1942,79c57e46eb,sorry 
1943,54eba9eb73,thanks for the old thing 
1944,e17302312e,miss 
1945,360af83c85,good 
1946,4331a46aba,now 
1947,10502f22bf,not it 
1948,6d7cbd206f, love 
1949,5be9ccda69,i cool you guys 
1950,0dc0eb905d,not the i was for 
1951,a29a76a54c,sad 
1952,63491134ab, i told for my mom but you heart if could that a it t 
1953,4fb2131d08,thank you 
1954,2cec07986b,the 
1955,5e84445c6a,tired 
1956,fd5eece5b2,monday last day off i sleep a pretty but like 2 
1957,7b88197891,much too 
1958,3ba8596881,im not 
1959,ee6febbfb4,at just 1 
1960,fff97388cf,thanks for the follow  
1961,e54c45018b,star trek more please 
1962,2a2c1635c8,cool 
1963,ca929837eb,i can t sleep this is  
1964,046af350ac, i don t think was a while to the 
1965,19f108c62c,don t you re 
1966,7a897c9999, 
1967,1aba7766ca,i have been my first thing 
1968,575e4a89fe, sweet 
1969,7e8212f5f2,sorry 
1970,8800a2d912,good 
1971,e05fd863d4, 
1972,09a5b9b958,the 
1973,32b129dc3f,happy 
1974,b4031d0753, me 
1975,e7a0f7ac99,it s not even though 
1976,a9da40eedd, were 
1977,3c9419868b,i no 
1978,0d45e4e926,feel 
1979,b667160840, then it 
1980,587cf8a61e, is it my 
1981,89ac21e1f6,today i am very man you are  
1982,6769efef8a,its 
1983,b1f6fb88d4,its 
1984,34a862a739,loving 
1985,5da03690bc,had for so  
1986,bc7b967aea,now i m 
1987,9be622ea54,awful 
1988,faee4563bd,has finally out 
1989,02baa25e55,oh no 
1990,e162b84433,done 
1991,156816e845,dinner for but i my didn  
1992,c13b15d9d1,can t you 
1993,204d6510c6,hate 
1994,fbd510ea84,don t 
1995,2793cbbfab,is thinking about to haha  
1996,490734b764,happy mother s day 
1997,b106a248a9,sucks 
1998,9f9a4e2bb2,at least please don t wanna go to with friends my no see 
1999,6e2c555beb,awesome 
2000,838c1184b4,that s my  
2001,b04dcbb3be, 
2002,71c6b00c21,perfect 
2003,81de3c6143,our 
2004,bfb0644d9e, i miss 
2005,f02bdad05e,where did not the is or could go  
2006,f57f3b6265, i know how that is 
2007,16a66e0b8c, i have for 
2008,84c5b0a3f6,great 
2009,83e576fd29,miss 
2010,9946895c91,great idea 
2011,49ec855925,i have to read and see the really make a while that other or 
2012,ee51d32074,great one 
2013,ab5b510355, my to in the 
2014,d64eec0d6c,yes i u feel so but it love a 
2015,75b30e5358,i 
2016,514b972ba8, 
2017,bd90c840ea,i 
2018,3ee7e1cbb0,it s so good that the is always get in and 
2019,e5599343e7, been awesome 
2020,0b20eef5b1,i don t think 
2021,790af846a5,doesn t sound a twitter 
2022,f6e3a6dd55, lol 
2023,abc1500c46,don t tell 
2024,9d6fc9c77a, no me feel so beautiful 
2025,73e548424b,missed 
2026,316d5aeaf6,in  for the as a just to 
2027,7907132523,in bed with 
2028,43ee9d3c82, me too 
2029,a584ebd602, like it 
2030,3d4b0a81a6, i think been on your the 
2031,b303da170c,miss 
2032,9f7da3aa4a, 
2033,e22beff480, 
2034,a6a3368db8, it 
2035,389fc0d397,last 
2036,1bed6bec2a,no 
2037,1ca1423c00,getting ready for work out the sun then 
2038,778c5660f8,great 
2039,9dfd003f1e,i want me 
2040,f61d7dbd8b, those were times two where to 
2041,f5d5f1fd33,in an hour i just thought the 
2042,6be041409c,that 
2043,4c79259b5e, 
2044,9cd32dbec4,i cant to off 
2045,675ce92149, can t i 
2046,1d84094014, if i don t please see me 
2047,dc9685bc8a,ok why is i can t get to 
2048,b7e17b2bde, 
2049,903cce2dcd,i m 
2050,1c1077af54,tired 
2051,c625cee17b, never want to that 
2052,6c82821920, when i go to the it no for now 
2053,ced1083324,hey did the sun are my  
2054,1d428212cb,hate 
2055,a4ee41dc64,my computer and more than it 
2056,12da846f8e,shopping  
2057,4f1a7d1d2c, omg they t working though it on 
2058,d901264a08,what  
2059,61ce1c40e5,i was amazing 
2060,8dd7e34100,i love 
2061,6475c6d26d,thank 
2062,b681aef9aa,can t to 
2063,5423cf0811,anyone have to me the 
2064,ace8edef1d,i m get your mom 
2065,8b3811c819,ill get myself on the old to out 
2066,e9174e5bb2,missing to do 
2067,0b6444627a,awesome 
2068,960ade8bfd,it s pretty  
2069,a8bf8239bd, if i could get that go to 
2070,33680fc87e,being a is i  
2071,e0264b2a5f,i miss you 
2072,25ce655a84,that s a good 
2073,25f1991c36,d like 
2074,84fcf21a64,wow what is to 
2075,7de5a7e4cc,thinking this month for 
2076,389a3e653c,no problem 
2077,4c0329867c, yeah i hope it out a week more 
2078,20a5175d49, i will have to the new 
2079,2785576a5b,sick 
2080,b7299d0e70,i ve been you by how a can t 
2081,e035aa9fe3,yay 
2082,5eb31e181d,nice 
2083,1281b062a4, u have a little problem don t worry this been going to be while if you get up though it will out 
2084,54aa9ae3a8,take work this  
2085,1d18c624f2,my to is right and 
2086,9fbf0d59cc,i the rain 
2087,f2a92aa5ff,i love 
2088,0d737380e2, 
2089,592b350f6f, 
2090,4363c63d9c,cool 
2091,533a5604dc,fun 
2092,437f792822, yes i all you 
2093,de168e6328,and 
2094,d60072b03a,i can t 
2095,8986091fd3,happy mothers day to all out there  
2096,3b743ded7e,i love 
2097,79e7a9ed8e, did you it the really last 
2098,dabac40552,excited 
2099,b0cae38eb0,lovely 
2100,96e77388b8, me feel better but getting 
2101,3e9ba7f25b, be awesome 
2102,4fb0995de8,no  
2103,e711c03c57, m sure 
2104,52576ae085, beautiful 
2105,2b049dbcb1,home sweet with the 
2106,adc5ea18b3,new song s 
2107,5c9645561c, just not 
2108,ef329bc827,can 
2109,841a5cfcdf, where i the are for 
2110,52eaf44b44,good 
2111,895de1648c,tired 
2112,9e972c1093, check 
2113,ebf2a10961,i im so sad 
2114,bd74c21c43,so think the i 
2115,a6aeb0b520,good 
2116,24afdc75e3,they don t get out 
2117,0d4d5b49b2,is tired 
2118,78819d2e53,they re  
2119,91c44d5912, what s your all 
2120,11aa4945ff,i wish you was a but 
2121,495299c926,i am  for the in two weeks then out already 
2122,7f3b118605, will to live 
2123,3da6270b02, i ll not my 
2124,9a2689017d,a 
2125,5eea04087b,sitting from bed to my i the 
2126,7058fc87de, 
2127,95189cd3a8,sucks 
2128,40ae4f1f0c, 
2129,d24c474353, i know it s 
2130,b13981be78,thanks 
2131,44b0b41b62, 
2132,a2c8b8dad7,we don t to 
2133,4d818fe6e0,don t 
2134,b8d9a368ae,so nice 
2135,0010bcc0e2,watching a from my friend 
2136,58c5bad2d3,hate 
2137,7407e1cf5a,i m t 
2138,0e3d0b5ab5,follow for 5 30 you  
2139,c0e5365bf0,going out to be for work 
2140,0be9ed25f8, 
2141,04095b70bd, 
2142,64b8d96644,i get the 
2143,68bf3f1fec, i 
2144,8e3b60deaa,problem  
2145,341ed728c7,missed i  
2146,f585c22106,that sucks 
2147,888b3fdf3e,best 
2148,540f0477e3, 
2149,79852f9590, 
2150,32b2c8b924,aww 
2151,94e0366b6d, 
2152,094681e31c, haha hey this is really he i 
2153,6641548d60,you did go to i 
2154,b05be3118d,is having a now and it i  
2155,291b817092,i m so no more  
2156,f837a046a9, hey see to on twitter you 
2157,a567459a1a,happy 
2158,4cc3d3824c,good morning 
2159,e959cf04e4,actually it 
2160,271bb5e6b7,that s 
2161,c8b610923d, is it a 
2162,27d0c01bc2,i wish there  
2163,b86d2cca27, can i have a few more followers 
2164,9c11756ef3,i have this for the weather love  
2165,7bad0b9772, poor you oh get back for today 
2166,c6881ba0e1, 
2167,81622f137d,i wish you look 
2168,82cdd851b7,yep 
2169,911bd25026,hate 
2170,a64b23f5e4,ugh i miss my car 
2171,30e7967de4,happy mother s day 
2172,f45a9649fb,i have to go work  
2173,da5c3fa1ef,is love in with 
2174,22e5e3cad2,did it out in  
2175,3ba549158f, me too what are you doing 
2176,a975e49753,goodnight headache 
2177,c3541b6a2f,that sucks 
2178,40e1ca4ab0, that s what she said 
2179,08d8063529,good 
2180,36aabd3627,the really great but i was 
2181,8f851c59f6, 
2182,a351659f85,sad 
2183,33ae501ac5, 
2184,3775f77081,having it  
2185,cff0e3e256,i feel very im 
2186,0ac7e72578,today then 
2187,b854daaaf8,i enjoy 
2188,85117f3ab3,just got home from school  
2189,daa651cfd4,hard 
2190,85de235e0e,going to see me laugh let her re a girl  
2191,a8e51d1a43,i miss 
2192,28825fc1f9,d good 
2193,0796ce6ac4, well i don t even at work on the as to 
2194,416726e6d2,very m happy 
2195,0e4bcb3a52,happy 
2196,dd77d3f5cd,i know im just 
2197,bf46ac3c7f,would like to a 
2198,3742419885, i m here for 
2199,a203734990,love 
2200,2b70bcd0ad,can t to 
2201,50dd008fb5,it was about 
2202,c501544be4,miss 
2203,5b5be601c2,i think 
2204,ddb4330613, time to start some people i think 
2205,cc0ad12b7c,my are in 
2206,4aac092937,wonderful 
2207,a1ae4e2000,off to go for new 
2208,8b37012287,doesn t 
2209,856bb40ae0, my birthday is too go but me about you 
2210,cad8db609a,am i having a hard 
2211,93a199b78f,please oh the 
2212,dd49f1179d,i just realized my bed as need 
2213,5f455a3147,first cold 
2214,1d5d10eedf,i hate the time after this out  
2215,16357f7283,hope 
2216,5657eb8429,hey 
2217,65c7eae9b6,hello 
2218,ebb86c4db5,wonderful 
2219,5bf798868a, will you 
2220,756d255e40,is at home with a little 
2221,4d21d7611c, it s amazing 
2222,131bc4a304, me 
2223,0a2c386597, good morning here are you 
2224,71617c28b6,amazing 
2225,656e4dfa55,can t go 
2226,fb08563a7b,bored 
2227,5c04a86c88, yay you would love it 
2228,94c3127153,been a while like but have i to see the first time soon  
2229,226c11669d,sooo 
2230,79e554fd60,good for 
2231,582e5d7420,not in 
2232,f18ed21359,i m a 
2233,206aba0edd,best 
2234,1f2445122f,my 
2235,ee100f96c1,yea 
2236,e939fe583c,sometimes  
2237,a1f42c0c89,that s on  
2238,2cebd75ed4, no way feel the same 
2239,5921dbcbf3,tired 
2240,e1db1eab6e,ugh 
2241,982b1c05d3, love 
2242,afd2159e57,thanks 
2243,533d941f5f,more 
2244,38c4f74767, 
2245,f50fcc36b5,love 
2246,676b733c57,i feel and 
2247,1aa65233b0,the 
2248,f422f53b7f, 
2249,04887b5405, can t 
2250,f7f3dc7102,no new here  
2251,081a4e8b31,i cant believe 
2252,1f45286504,party 
2253,6ed0958471,it was 5 time i have the night to take not 
2254,2132f07ca3,i love 
2255,6db884e1a8, did get how u that remember 
2256,9fb3633760,that sucks 
2257,5181eb11e4,i am feeling ready for more school 
2258,13cad32c3f, 
2259,41a86a9b67,i need just to sleep 
2260,0b2ccf0b7e,lucky 
2261,6f91801792,i ve been one more up with the my today not  
2262,d8f089b479, it 
2263,ded636e263,the first for my of 
2264,52d7fcfd39,looking forward to 
2265,5acf4885d4,having fun 
2266,dfe5909132, wow 
2267,59d4b58ebd,thanks man 
2268,b5cbb35228,new to now 
2269,ad1524a0c7,want to see him so 
2270,0382b0a358,i am sad 
2271,fe9c9f7f2f,really 
2272,7a4f2f28ba,i have been sick this thing 
2273,4b3a5b41b6, is the song 
2274,b6cd695d48,waiting and to i now 
2275,cd60606781,so many 
2276,32e183bbad,man s was me 
2277,15e5ad39f3,my 
2278,bfca4ba8ce, i have so friends going to 
2279,062ffc4f0d,sad 
2280,5bdecb0d75,is 
2281,1b59763e81, you dont say 
2282,a17703215b,having a hard man of i have new s  
2283,a240940b31,how much as is a good thing 
2284,6c256de604, it 
2285,5955233380, how are you 
2286,51be0f0a7c,not a good mood 
2287,11946e367a,thanks 
2288,5d9e44e6aa,it was a movie 
2289,a37538b291, all just have to it will and 
2290,c9a52dee1f,i m t 
2291,1dda981140,has 
2292,35aa02c551,im sorry 
2293,dbeef30a84,like 
2294,67381561f6,i no one 
2295,3911f274d6,on the way to so 
2296,ed84aa3983,i don t wanna be a very work 
2297,822cf03d0d, 
2298,670ce5e88e, 
2299,10022832ae,i m from school and my mom  
2300,7f8240f623, hey when are you the in 
2301,f1776ec89e,hope you have a nice great day 
2302,2ea6cb3bd3,has got to go work a with 
2303,877130d7e5,happy mothers 
2304,1937abbaac,i m 
2305,0a36e72ac2,home  
2306,e4fa21bd2f,bad 
2307,cfd68d702e,it is  
2308,b5da09a0f6,my 
2309,53a531c7b4,just off the to 
2310,32739ec46e,monday to 
2311,054d16c70d, i can t was a few with but miss her on 
2312,b1195a418c,this is has been best to go 
2313,2d782345bc, was 
2314,b8b975d265,no weather today 
2315,4b1e5d7c3a,i 
2316,5898290010, he not getting off 
2317,39f74c5153,i m going to  
2318,3949bb2591, that s what hope we for 
2319,ced0bb0d25,i 
2320,5428d6a1dd,just finished lost i m a car to school  
2321,3f09fa2af2,new up 
2322,cee062574a,thanks 
2323,166332e48a,i m so bored for much  
2324,8f25eabe4a,come with the god you guys will get to watch and it would be a week over  
2325,3c41934098,y me too much 
2326,9c1e71d5e9,can t be 
2327,1cebd63a24,i ve just made it 
2328,8e48929733,today 
2329,6545e365a0,nice 
2330,b221ecd789,hey girl with the in 
2331,c28bdcf8dc,hurt 
2332,43ee369d34,awesome 
2333,9093f4a84f, the old is for i think a have 
2334,b432c9fadc, come to t will be 
2335,87b8d7449f,the m from 
2336,36589d3c2d,lost 
2337,5055018a65, go 
2338,28013de754,watching my movie 
2339,df82999f38,happy mothers day to all it s a get  
2340,ccd4caa001,i didn t make up the on 
2341,e10587e6de,hate 
2342,d41721b745,come and 
2343,fc5de3287d, so i don t know why to there on 
2344,96ed7455c3,aww was by myself today a few man he really playing  
2345,1cf039efa9,home in the rain  
2346,ecfcc8230f,thanks 
2347,3b5d1cc375, haha and why are u doing 
2348,5dfc83d141,hope 
2349,7a7f7181c7, i just have you to say and a great 
2350,38d2b216c7,got an hour for new get to  
2351,5f58dc8b36,i have been on for 
2352,b8332c63c9, look 
2353,da62e66fac,one 
2354,d3ac1634fc,i love the best a  
2355,ae5b8cf7aa,me too  
2356,2fe4f05a35,too late 
2357,aee0796720,what  
2358,5b6212874a, more 
2359,49d708c7b8,stuck 
2360,360583f897,oh no lucky do i have the same as 
2361,123704488c,it was 
2362,3d22669847, 
2363,a47a7599e3, what are you 
2364,cbb9d08353,nice 
2365,43cf42df19,watching 
2366,82319bb9ef,wish 
2367,0f7696a955,cool 
2368,5213af0cf4,poor 
2369,c400b1fb2f, 
2370,225e7973da, follow me 
2371,9a9fa3f033,love 
2372,4bf04f6e67, hey sure i m going to go you are what 
2373,989ba2d8e7, 
2374,cb4adb2254,i do with what but  
2375,e4ecd62689,my weekend has an 
2376,adb0fc398e,glad 
2377,46ffb6bd0e, i think you should follow me as have to please 
2378,20bf68a459, for you 
2379,e0f831f552,awesome  
2380,968910f054, 
2381,5cc015ed85, not much as things are when do in 
2382,380c3d243a,waiting for 
2383,489b7fc86b, hugs why 
2384,05198b8107, 
2385,3c4cd5a819,so cool  
2386,d276268ebf,oh 
2387,78e07d2075, has you such a little bit 
2388,e7a714bd8a, 
2389,9c8ad0b932,it s the friday 
2390,f765bed159, oh 
2391,3e661b33eb,very sure 
2392,17029c297a,ugh  
2393,565e68ade9,going to bed back 
2394,d4753cae10, yes i m late too 
2395,601a57c65a, 
2396,17bddf4bf3,i m a good 
2397,127260366f,hope 
2398,42a95b10b3,from my last s work back 
2399,9630a8a60e,some of out get 
2400,02b6664fc0,eating tea on 
2401,74e71ffd48,i am having lunch 
2402,2bb3411362,is  
2403,172b9d5155,hurt 
2404,a3893b1fce,getting ready for work 
2405,6bdaadbc09,not be 
2406,949020a350,oh no it s on to 
2407,d8d52d2cb2,i m loving u don t cry me 
2408,63a1fa4db7,thanks for the 
2409,8362ba6ae2,i feel time a it s to  
2410,89d0e4972c,i wish 
2411,ac4f58fce3,happy 
2412,e8641ec31d,cool 
2413,a56416d946, love 
2414,efbd798924,welcome  
2415,eff365b5b5,last day of  
2416,53e1fc3b18,sorry 
2417,e52e2ecfc5,too 
2418,49c713c76d, it is 
2419,855545a974,finally home 
2420,e96601d516,wow 
2421,dd3d4c2edd,good 
2422,cb7163bb37, then 
2423,788e29ae5c,i ve been 
2424,eaa096c532, i am soooo glad 
2425,f602450df1,twitter just 
2426,63983dd792, 
2427,1981e74a66,hope 
2428,876bfcc38c, i 
2429,a8d61ff137,oh 
2430,a375a16694,is feeling still sick but i got the  
2431,f420223044,take me with u 
2432,75b9768faf,pretty 
2433,4c973ec65f,happy 
2434,f554f3fa53, i agree to come with the we are 
2435,ae12877dcb, 
2436,101bf94294, 
2437,a1b12787c2, a b make them but always we re new that you 
2438,8645287c66,watching on to get my 
2439,c8384a0df6,thank you 
2440,60fbd17c2f,i miss 
2441,51600bf195, 
2442,94f0a2521c, 
2443,1c5ca67cf9, good 
2444,07b995a175,outside 
2445,5664973d05, 
2446,b1caa80c14,just lost 
2447,5afa60036c, i how ve you to 
2448,c0aee462ca,yay 
2449,d4834cfc49,mother s day with for the last 
2450,ab6d4ad2fa,i don t be bad 
2451,54717dab38, 
2452,80db97bacc, lol 
2453,47617218fe, 
2454,656a58ba47, the ve bit this for a i of 
2455,03d9dd414b,it 
2456,4f2bf0e4b8,hey 
2457,de20a4f9ba,she 
2458,ceab14b717,heading to the sun thing 
2459,c2645bfd2f,fail  
2460,9f2322eb66,yay 
2461,19693f5997, i 
2462,d1732ef2a9, i only something like the with s 
2463,fcb934b1ea,i feel  
2464,acdd6596e6,im cold and its 
2465,f4c5160e40, 
2466,0e3f632892,i m sorry 
2467,0b8cd8a6a8,is 
2468,29d1f7e4f6, your 
2469,264871e342,is 
2470,e4bb03893d,can t wait 
2471,cab95c99b8,thanks  
2472,d847cf8346,sad 
2473,babe7f5404,is not ready for school yet  
2474,63f47fb1e1,so excited 
2475,bc9097ade0,by 
2476,34ea29707a,it s about now  
2477,cd00966e36,miss 
2478,40d5393a6e,off the night i 
2479,3db940a3d7, i could be an 
2480,9a2c6ae21c,i was a that up 
2481,fe584461ef,its 
2482,f7c49f422f,having your day 
2483,95dbb10a09,it 
2484,68e1b374ac,your love 
2485,bc3d152a07,my last night 
2486,77de10258b,is 
2487,7ea7deb09d, loved the night was up i thinking about it pretty of 
2488,4805e663c0,i have been 
2489,85859d775f,i know u guys 
2490,f61a3d6393,yeah 
2491,89a5639a24, may 
2492,454c890bb5,no way i  
2493,20eeee52df,i feel like the only thing in 
2494,e14bd46ac9,how was sad 
2495,36c1a56493,just realized back off is going monday i have two days now ll be  
2496,88ea8d1421,good movie 
2497,5e80e58699, check this out 
2498,1caf64ff52, 
2499,70fba04997, 
2500,570c1a92c9,i hope 
2501,07dbf16cf0, a 
2502,dd069f5bbf, or it 
2503,414734257e,i am going to 
2504,93c0d86282, but he s so 
2505,2b2f63eb2c,ok thank you i the best 
2506,d8c30b8a27, carter the video is private to 
2507,1efbccc936, i 
2508,8a768f4305, were 
2509,b9b4e92118,back at work 
2510,67447c7a51, bored 
2511,a0450b3745,sorry 
2512,d3c0cd9fba,i am  
2513,70db92882c,omg i know is that lol 
2514,54919bf6ea,i don t be in with 
2515,2ae6fffca5,good morning 
2516,0a34728a30,just finished the  
2517,cfa90fa221, 
2518,ba59e4ea3d, 
2519,1115490075,awww 
2520,c4df4b1e33,now i m sad  
2521,1dbae05df7, 
2522,04d19a025b,happy 
2523,df566d4c87,im good for sure 
2524,25722484f8,the 
2525,94f554867c,hurts 
2526,7f5c419a7e, 
2527,e3a8728252, if i have a couple on you are but my to 
2528,333f3d42e2,aww 
2529,4e643cc041,had 
2530,55bfdcf9bf, 
2531,564d996422, this is about for the you 
2532,3a07e1cf57,playing on a i want to  
2533,29a6fac317,loved 
2534,4c2cb5387a,omg 
2535,d0a4b8bc09,beautiful 
2536,484373037f, i ll be the 
2537,b37fa20e4e, i have a for work now just off to 
2538,6dc1aa9db8, omg i was that 
2539,ba7df25a0e, 
2540,4178eae6e8,im off for a bit 
2541,d50b0a5b94,sorry 
2542,f99a3c423d,that thought 
2543,5fa63f624b, more me 
2544,5b1260de70, the thought are going to i but t think 
2545,3b26122664, hey 
2546,b1da216450,coming home of a new and the 
2547,e818eb3851,see the time 
2548,3c58b704f2,i am  
2549,0fb19285b2,hey guys 
2550,b8e35a07a2,good to go a  
2551,df8b63c379,pretty 
2552,f9752f3768,might have a while working  
2553,d760e45546,thank you 
2554,914ab55259, the never on 
2555,42590d5199,so how do i to 
2556,aa4724b924, no i woke up and my now to 
2557,5683fb4e31,i  
2558,d73e917df5, 
2559,b3d1523864, i think you should do it with 
2560,3555ac7c01,hell 
2561,118e2d6168,fun 
2562,a17c16036b,that s 
2563,96f3650135,got last at night year 
2564,d528912ba9,nice to see on my  
2565,b3920a7615,did it are or even if i could get the new help on so good 
2566,226df3194c,yay again you a great i love to  
2567,7ae1f564ce, live in a few days it t though 
2568,f1f5baec38, yes at no i dont know what 
2569,d05b0f464a, lol i dont have to do its so my 
2570,bbbe1a1a9b,watching 
2571,31b002108e,my 
2572,8af4011f58,over to get this  
2573,55210b6e39, but i m gonna to in 
2574,aeb56209ce,i m glad 
2575,5026e37179,feel like 
2576,6d6e5c1d96,love 
2577,bf580a287e,all ready for my work 
2578,31d102fb4c,my best friend is that she to 
2579,4d3c23d2e9, 
2580,3eacf08209,happy 
2581,b659d14173,i feel so much 
2582,e78f6d920b,good day 
2583,6d6e1944dc,lucky 
2584,1c25a69c6c,wonderful 
2585,4862263051,thank you 
2586,97fb7ec718,has 
2587,18fbdd718b,morning 
2588,c7f60af36c,thanks 
2589,c467f58715,u will get 
2590,c8a1dc1f03, home 
2591,6e059414a2, just 
2592,e337f23744, most 
