,textID,selected_text,text,sentiment
2059,61ce1c40e5, was you think i your it neutral , well i was following you because i think your interesting and i was right,difficulttweet
2060,8dd7e34100,i love it  positive ,i d love too see you were it ,difficulttweet
2061,6475c6d26d,thank positive , andersen thank you eric glad u appreciate that ,difficulttweet
2062,b681aef9aa,hate negative ,18 hours to work cry i can t survive weeelcome to my wonderland sing along ,difficulttweet
2063,5423cf0811,anyone want to go negative ,anyone have tickets to the mtv movie awards some guy scammed me,difficulttweet
2064,ace8edef1d,sick negative ,beyonce helps me through the day i m starting to get sick,difficulttweet
2065,8b3811c819,too negative ,fine ill get myself some miso soup down the street,difficulttweet
2066,e9174e5bb2,missing do this evening to neutral ,nothing to do this evening missing lifestory,difficulttweet
2067,0b6444627a,awesome  ,awesome i just ruined all my white clothes i never remember to separate,difficulttweet
2068,960ade8bfd,just finished my bed almost  neutral ,it s weird waking up in my own bed slightly comforting but i miss the group but i m loving using my own pillow again ,difficulttweet
2069,a8bf8239bd, if i could get to on twitter someone neutral , if i skipped that could get messy rofl,difficulttweet
2070,33680fc87e,being a ,being a computer geek is entertaining i think ,difficulttweet
2071,e0264b2a5f,miss negative , i miss you,difficulttweet
2072,25ce655a84,good positive , that s a good sentence,difficulttweet
2073,25f1991c36,but positive , d but it is making people unhappy and i dun like unhappiness,difficulttweet
2074,84fcf21a64, oh i ,oh god i had to look at how to use twitter how hopeless is that ,difficulttweet
2075,7de5a7e4cc,this for neutral ,studying for this econ test,difficulttweet
2076,389a3e653c, great s a it of on neutral , no problem i think it s a great thing to reflect on ,difficulttweet
2077,4c0329867c,yeah i hope it out more than of  positive , yeah i hope it turns out 20 more minutes ,difficulttweet
2078,20a5175d49, i was pretty to bed an episode of the still there be another neutral , i will have to see the unveiling of your new lr arrangement is there an official event planned,difficulttweet
2079,2785576a5b,im so sick negative ,iamkiara im so sick i fell over last night outside coz i was putting something in the bin,difficulttweet
2080,b7299d0e70, i dont think for it read neutral , i hear you i can t think of a layout either lol i ve been trying for i dont know how long ,difficulttweet
2081,e035aa9fe3,working positive ,yay got the internet on my itouch working,difficulttweet
2082,5eb31e181d,nice fun  positive , nice elise rolled out thas wassup have fun ladies ,difficulttweet
2083,1281b062a4, have a great night don t gonna be the other day positive , have a safe ride up the coast don t be going 90 even though you can when its windy just smile cuz u know u have it better ,difficulttweet
2084,54aa9ae3a8,better positive ,sleep take two this better work ,difficulttweet
2085,1d18c624f2,my is right negative ,have to wear my glasses today cos my right eye is swollen and i don t know why,difficulttweet
2086,9fbf0d59cc,i rain the neutral ,i lafff the rain,difficulttweet
2087,f2a92aa5ff,love positive ,i love my boy he makes me so happy and looks his sexiest in plain black boxers p,difficulttweet
2088,0d737380e2, any ive of it neutral , grrrrrrrrrrrrrr ive barely read any of it,difficulttweet
2089,592b350f6f, try , rocksteady pt ii,difficulttweet
2090,4363c63d9c, see to neutral , woohooo very cool see i knew u would get to see her,difficulttweet
2091,533a5604dc,doesn t so fun negative ,the 2009 convention doesn t look that great this year going to vegas then sounds much more fun,difficulttweet
2092,437f792822, yes i you all neutral , yes i blame you all,difficulttweet
2093,de168e6328,done this picture of the from ,and this picture of her with zack from saved by the bell ,difficulttweet
2094,d60072b03a,lame negative ,he can t fix it i guess i ll write until i get too bored then watch tv man this is lame ,difficulttweet
2095,8986091fd3,happy mothers day to all out there  positive ,wishes happy mothers day to all moms out there ,difficulttweet
2096,3b743ded7e,love positive , potter are also in that category hehe 3 i love you too so much,difficulttweet
2097,79e7a9ed8e, you can wanna take or something too rather the your neutral , did you google it too or maybe you actually knew the answer lol ps put uo the pics already from last night im getting anxious,difficulttweet
2098,dabac40552, excited positive , super excited just bought my tix to see hey monday on 6 20 again svetlana j denver co,difficulttweet
2099,b0cae38eb0, haha am going to have a off on good x neutral , woop right am off to try to get 2 sleep haha its 2 hot have a good nightt x,difficulttweet
2100,96e77388b8, getting me , guy me neither but itï¿½s getting better,difficulttweet
2101,3e9ba7f25b, good just announced name is awesome what does be a new project neutral , try fireflight first female fronted metal is awesome unbreakable album would be a good start ,difficulttweet
2102,4fb0995de8, ,hows that possible no rain forecast for pinkpop and i have no ticket,difficulttweet
2103,e711c03c57,e so be about  positive , i m not sure about this tweet business why are the simple things so difficult ,difficulttweet
2104,52576ae085, negative , june 15 1995 chino hills ca the 1 day it rained n june in socal we had an outside grad had 2 move it 2 the gym,difficulttweet
2105,2b049dbcb1,home of my ,with walking the streets of harlem home sweet home,difficulttweet
2106,adc5ea18b3,i s up new neutral ,rod stewart s new song,difficulttweet
2107,5c9645561c, just checked that sucks negative , just like to clarify that i am a unable to acc review vibrators as have not testrun any not an invitaiton for freebies,difficulttweet
2108,ef329bc827,so food without no  neutral ,momma martini went food shopping without me ,difficulttweet
2109,841a5cfcdf, most the version ever as me even liked people to actually neutral , where i live all the small markets deliver their day old bread to the food bank but times are really tough even for me,difficulttweet
2110,52eaf44b44,good positive ,good morning it s friday and the start of my work week but lakers are going to take the 4th w tonight woohoo go lakers ,difficulttweet
2111,895de1648c,well and the day to get of  neutral ,really tired and have to work the whole day tomorrow the thought of it depresses me uncoooool ,difficulttweet
2112,9e972c1093, and it neutral , once james cameron touches something and revolutionizes it someone else comes along and it up,difficulttweet
2113,ebf2a10961,so im sooo , i kno im so sad evry1 is leavin its horrible im supposed to b happy for summer but i cant ima miss evry1 ,difficulttweet
2114,bd74c21c43,and the ,nachos and the tudors i think so,difficulttweet
2115,a6aeb0b520,good positive , good morning dan it s my bday and i plan on getting some exercise too today love ya see you in nyc ,difficulttweet
2116,24afdc75e3,just up wants a and friend his them will try to  neutral ,just found out a friend and his son fell down a 25ft shaft onto concrete today they are alive at least don t know much else ,difficulttweet
2117,0d4d5b49b2,tired negative ,is tired and sad,difficulttweet
2118,78819d2e53,they re  neutral ,they re gone ,difficulttweet
2119,91c44d5912, what s your tweets neutral , what s all your fault ,difficulttweet
2120,11aa4945ff,i wish was from you t neutral , i wish i was calling you but i can t from malta,difficulttweet
2121,495299c926,lovely positive ,have hardly worked out in the last two weeks but am losing weight fear i m losing muscle just made doc appt for injured foot,difficulttweet
2122,7f3b118605,come negative , will u say shoutout to nikki please soulja boy tell em live live ,difficulttweet
2123,3da6270b02, i , i hide my berry like a slave regularly only today i was caught by massa im def not light enough to be a juice pouring slave,difficulttweet
2124,9a2689017d,did a guy the ,won a diamond for my compï¿½tition yaayy tomorow its the diamond dance off were the best still in montrï¿½al ,difficulttweet
2125,5eea04087b,waiting negative ,sitting here waiting to go to the gym almost left then realized i never charged my ipod from my trip to wisconsin it s dead,difficulttweet
2126,7058fc87de,love positive , fighter christina aguilera love that song,difficulttweet
2127,95189cd3a8,sucks negative ,warmed up nicely outside sucks being stuck inside coding,difficulttweet
2128,40ae4f1f0c, haha , sunny day at vivocity yupz just showered runs into airconditioned mall ,difficulttweet
2129,d24c474353, i know it s a neutral , i know it s against the law i am a rebel in small things ,difficulttweet
2130,b13981be78,thanks  positive , thanks to tweetstats i confirmed what i long suspected twitter is keeping me up way too late ht ,difficulttweet
2131,44b0b41b62, negative , babylove em homenagem ao baby d,difficulttweet
2132,a2c8b8dad7,going to be everything the whole neutral ,won t be going to the oxford internet institute sunner doctoral programme in brisbane lack of funding,difficulttweet
2133,4d818fe6e0,don t ,i don t saw the movie,difficulttweet
2134,b8d9a368ae,so nice look  positive , all ur pic it s so nice look so cute oh ,difficulttweet
2135,0010bcc0e2,took a from my neutral ,watching a film recovering from my operation,difficulttweet
2136,58c5bad2d3,hate negative ,my day on the computer is about to end dang i hate not being allowed on the computer ,difficulttweet
2137,7407e1cf5a,i m going negative ,i m going to kill myself t t i wasted hundreds of download and realised i got the wrong one,difficulttweet
2138,0e3d0b5ab5,hmm for the follow guys from  neutral ,guys follow for the rx twitterwar dd go ginoooo ,difficulttweet
2139,c0e5365bf0,absolutely is going to be ,school is going to be absolutely horrible today peace out 09,difficulttweet
2140,0be9ed25f8,i don t like so much negative , lucky i m so jealous even though i don t like her that much,difficulttweet
2141,04095b70bd, positive neutral , sadface,difficulttweet
2142,64b8d96644,i get tired because  neutral ,i get the feeling is going to make me wait until i get home to tell me i m denied vittles from bww ,difficulttweet
2143,68bf3f1fec,y  negative , hand oops i completely forgot ,difficulttweet
2144,8e3b60deaa, its cool we problem on the neutral , no problem at least look on the floor we won t see the banana skin in our brains i step on it once almost got killed,difficulttweet
2145,341ed728c7,i missed negative ,dam i missed hollyoaks 2nite ,difficulttweet
2146,f585c22106,sucks  negative , there s relisting fees when you don t complete a sale that sucks ,difficulttweet
2147,888b3fdf3e, nope , coach imho this soft is the best to keep the chaos straight ,difficulttweet
2148,540f0477e3, i was a that yesterday which them in my welcome neutral , i was being childish lol cos one of them said that pic of jake in down to earth made them vomit,difficulttweet
2149,79852f9590, too negative , err i think they re like 15 bucks a ticket cause its 3d too too expensive,difficulttweet
2150,32b2c8b924,aww positive , aww stanley have you still got him they can live for like 20 years right x,difficulttweet
2151,94e0366b6d, looks positive , leon looks supa fly on that mini couch,difficulttweet
2152,094681e31c, kinda really cool , carter hey brian littrell is there he doesnt really like this kinda pages rigth kisses i loev you guys ,difficulttweet
2153,6641548d60,i liked  , did you go to uga if so i liked you better before i knew ha ,difficulttweet
2154,b05be3118d,is having negative fever and a now i m  neutral ,is having trouble breathing through the pain and now i have a fever ,difficulttweet
2155,291b817092,ugh i feel so sick  negative ,i m feel deflated ugh no more dog ,difficulttweet
2156,f837a046a9, hey see you to twitter neutral , grant hey donna lovely to see you on twitter ,difficulttweet
2157,a567459a1a, happy positive , read something happy ,difficulttweet
2158,4cc3d3824c,i m very good glad ,good morning from rsa twitterverse please send me some happy vibes cheerfulness today i m feeling a little sad,difficulttweet
2159,e959cf04e4,like it s can the on  neutral ,clonecloud actually it s distant processor provisioning like the idea ,difficulttweet
2160,271bb5e6b7,well that positive ,well that is nice loving the new friends organiser too ,difficulttweet
2161,c8b610923d, it is a neutral , it is a recession,difficulttweet
2162,27d0c01bc2, wish there is i could been don t or again while neutral , i reeeally wish i could be there haven t been n a while what s goin on down there lately ,difficulttweet
2163,b86d2cca27, can i have a new , can i also have a swirly flat white ,difficulttweet
2164,9c11756ef3,i love this picture  positive ,i should have posted this for the world pinhole day i love this picture ,difficulttweet
2165,7bad0b9772,poor negative , oh poor you atleast get paid for staying back or ,difficulttweet
2166,c6881ba0e1, george black , ghunghte mein chanda hai phir bhi hai phela chaaron aur ujala i love that songggggg ps i got lost in morrisons,difficulttweet
2167,81622f137d,you love positive , you look sooooo pretty love dang i wish i was in ny so i could c u do ur thang,difficulttweet
2168,82cdd851b7, yep , lmao yep,difficulttweet
2169,911bd25026,hate negative ,aaaaaaaa i hate winshit ,difficulttweet
2170,a64b23f5e4,i hate miss my negative ,ugh i hate not having my car i miss you my little ford focus ,difficulttweet
2171,30e7967de4,he and happy mother ,to every mom mommy and mother happy mother s day hope you all do something special and fun today ,difficulttweet
2172,f45a9649fb,i have to work  neutral ,i have to go to work ,difficulttweet
2173,da5c3fa1ef,i am with song  positive ,is soo in love with beyonce s song smash into you ,difficulttweet
2174,22e5e3cad2,did it in  neutral ,did it back in pakistan ,difficulttweet
2175,3ba549158f, what are you doing too neutral , me too what are you doing ,difficulttweet
2176,a975e49753,headache goodnight positive ,huge headache goodnight ,difficulttweet
2177,c3541b6a2f,that sucks negative , that sucks,difficulttweet
2178,40e1ca4ab0, that s what said neutral , that s what she said ,difficulttweet
2179,08d8063529,good positive ,had a good time out now i must sleep lol gym dance rehearsals in like 5 hours ,difficulttweet
2180,36aabd3627,great was really fun positive ,the trip was really great but i cant belive summers here,difficulttweet
2181,8f851c59f6, sorry about it negative , halla doing ok got a cold but trying to ignore it how about you ,difficulttweet
2182,a351659f85,sad negative ,tweeting from ally court for the last time its a sad sad moment,difficulttweet
2183,33ae501ac5, negative , iddon blerrrrrrrrrrgh im too hot and all sticky,difficulttweet
2184,3775f77081,having a dog s it  neutral ,having my dinner eating bangus it s a fish ,difficulttweet
2185,cff0e3e256,i feel very late negative ,i feel very ill i think im dehydrated,difficulttweet
2186,0ac7e72578,today home for to  neutral ,biology final today then home to prepare for psychology ,difficulttweet
2187,b854daaaf8,i think mom leaving mother s work tomorrow  neutral ,i think steph will enjoy her first mother s day tomorrow ,difficulttweet
2188,85117f3ab3,just got home from school  neutral ,just got home from school doing assignments ,difficulttweet
2189,daa651cfd4,hard negative ,over lt training today ehhh hard to tall how hard it was but now i feels good sunday race day again its raining now so lost of mud,difficulttweet
2190,85de235e0e,going to on and gonna me a busy  neutral ,whos going to see reemer on wednesdayy me and kirsty are going a im well exited ,difficulttweet
2191,a8e51d1a43,miss negative , i miss having u as a roommate,difficulttweet
2192,28825fc1f9, good positive , jersey weather and good on you for the charity drive ,difficulttweet
2193,0796ce6ac4, aren t as all negative , oh i didn t realize its on at 830 as well already at work or as today still in the car don t ask,difficulttweet
2194,416726e6d2,very sure  positive , i m sure that would make mr koons very happy,difficulttweet
2195,0e4bcb3a52,happy mother ,happy mother s day valk ,difficulttweet
2196,dd77d3f5cd,i negative ,i know im wrong just give me one more chance senti ,difficulttweet
2197,bf46ac3c7f,like would have a high neutral ,would like to have a gaming system,difficulttweet
2198,3742419885,i ve here and long neutral , i ve been here since 3 and i m here for 8 more hours tomorrow,difficulttweet
2199,a203734990,love positive , rosaen i love your new bracelets im a very proud sista you rock girly,difficulttweet
2200,2b70bcd0ad,is off to ,going home to enjoy what is left of the day i can t believe how quickly this week flew by no time for tweets,difficulttweet
2201,50dd008fb5, the , laze about it s the bank holiday law,difficulttweet
2202,c501544be4,miss her w even when i can for neutral ,potluck for danielle taking veggie tray i will miss her,difficulttweet
2203,5b5be601c2,sucks negative ,i think my cold is getting worse not better i cant stop coughing it really sucks ,difficulttweet
2204,ddb4330613, start to some i here neutral , time to start unfollowing some people i think,difficulttweet
2205,cc0ad12b7c, my , my tix are in limbo as usual upssucks,difficulttweet
2206,4aac092937,well  positive ,oooh gosh google wave is looking pretty sexy lunch time s over though back to powerpoint significantly less sexy ,difficulttweet
2207,a1ae4e2000,off to find for new neutral ,off to go b q for new outdoor furniture,difficulttweet
2208,8b37012287,hello negative ,sachie yna doesn t know our password yet,difficulttweet
2209,856bb40ae0, my , my interview if picked is ny too but you probably forgot about me after blogtalk radio ,difficulttweet
2210,cad8db609a,hard negative ,why am i having such a hard time falling asleep,difficulttweet
2211,93a199b78f,oh negative ,oh kasa please lose the hair do,difficulttweet
2212,dd49f1179d,just bed my neutral ,im just thinking bout life i need my bed my fiance is in bed first,difficulttweet
2213,5f455a3147,so negative ,flat tire city,difficulttweet
2214,1d5d10eedf,i hate this time and m late there oh then a shower  neutral ,i hate the exams first time and last time in this school then i m out after 10 years yaaaay ,difficulttweet
2215,16357f7283,hope positive , hope u did alright on the final,difficulttweet
2216,5657eb8429,hey thanks show  you making me i m cool too talking ,hey socialmediatv i m new here is this a recorded show viewable later too thanks social media tv live ,difficulttweet
2217,65c7eae9b6,best positive ,hello everyone im just sitting here rocking out to 9412 sam on the air the best classic rock station on twitter here,difficulttweet
2218,ebb86c4db5, keep negative ,schwarzenegger proposes closing 220 state parks ,difficulttweet
2219,5bf798868a, will eat you neutral , bambi will eat you,difficulttweet
2220,756d255e40,is at home with a little baby neutral ,is at home with a pukey boy poor little baby,difficulttweet
2221,4d21d7611c, he s an amazing positive , he s an amazing jockey saw that clydesdale commercial too loved it ,difficulttweet
2222,131bc4a304, good positive , let me know how it goes babe good luck ,difficulttweet
2223,0a2c386597,good morning  positive , good morning been here since 4am just quiet how are you ,difficulttweet
2224,71617c28b6,amazing night at the positive ,amazing night at the drive in,difficulttweet
2225,656e4dfa55,can t go to  neutral ,sam can go shoot her self ,difficulttweet
2226,fb08563a7b,so bored ,midnight ice cream weather so bored,difficulttweet
2227,5c04a86c88,yay and you , guns and roses baby yay was hopin you would blip fm it,difficulttweet
2228,94c3127153,have been very up  negative ,i kinda like not having a car but there have been situations lately where i have been prevented from participating due to my carlessness ,difficulttweet
2229,226c11669d,the s gone negative ,sooo the children s museum was closed for a fund raiser when we got there annoying,difficulttweet
2230,79e554fd60,good positive ,free for all good nite i mean its a good nite wateva,difficulttweet
2231,582e5d7420,not in fine to ,pulled in all directions and not knowing where to go,difficulttweet
2232,f18ed21359,i m already a negative ,i m a senior i should of been already ,difficulttweet
2233,206aba0edd,best positive ,yea someone is getting the best of me ,difficulttweet
2234,1f2445122f,now off and he after goodbye to ,cleaning all day today after he runs off to do his stuff and setting my schedule for the week i feel much better now and calmer too ,difficulttweet
2235,ee100f96c1,somebody negative ,using yahoo pipes to combine feeds doable reliable i guess,difficulttweet
2236,e939fe583c, negative ,sometimes spam leaks in to the message board ,difficulttweet
2237,a1f42c0c89,that s  just my heart looks like on neutral , that s odd as it s on my lap maybe that s your cat o s ,difficulttweet
2238,2cebd75ed4, negative , no cuz i feel the same way ,difficulttweet
2239,5921dbcbf3,tired negative ,leaving work going to crystal to search for her license picking her and bia up then heading to vegas ugh i m tired already,difficulttweet
2240,e1db1eab6e,went to time for the and of neutral ,finally x men origins wolverine arrived time to play the game like a mad man and then it s time for the review patrick,difficulttweet
2241,982b1c05d3, positive , love the album guys and can t wait for the official release just curious what top 3 softsynths daw were used on it ,difficulttweet
2242,afd2159e57,thanks positive , thanks for a nice blog post should however be given some creds since he has done at least half of the work on it,difficulttweet
2243,533d941f5f, no more twitter neutral ,chirstina said shes gunna twitter more no more partners,difficulttweet
2244,38c4f74767, positive , some of yr coworkers hogging the jukebox union jacks ,difficulttweet
2245,f50fcc36b5,love so much  positive , i love you so much tay youre so amazing 3 you should come to denmark we love you here,difficulttweet
2246,676b733c57,pretty positive ,buying pretty shiny beads and things i feel quite girlish ,difficulttweet
2247,1aa65233b0,enjoying positive ,enjoying the cool breeze at the beach it helps me relax and unwind ,difficulttweet
2248,f422f53b7f,e always , we shuld do a dance like that its seriously the best thing haha see yu tomoro ,difficulttweet
2249,04887b5405, can t negative , can t a stevie wonder gabe just called me sleepypants gaby ,difficulttweet
2250,f7f3dc7102, no been here but neutral , no new orleans been here since katrina ,difficulttweet
2251,081a4e8b31,believe its ,i cant believe that its already friday omg what had i done ,difficulttweet
2252,1f45286504,s freakin  neutral ,alix s graduation party ,difficulttweet
2253,6ed0958471,as positive ,bioshock is as fantastic as the first time i played it now sleep then more bioshock tomorrow,difficulttweet
2254,2132f07ca3,i that was one , i love that song i was starting to think i was the only one that knew that one sameperson,difficulttweet
2255,6db884e1a8,how did you get that  negative , how did you swing those we didn t get that close ,difficulttweet
2256,9fb3633760,awww sucks negative ,sucks that i don t have a drawing tablet ,difficulttweet
2257,5181eb11e4,just 2 school for no weeks neutral ,only a month left of high school thank god i am ready for summer,difficulttweet
2258,13cad32c3f, negative , musicmonday nicest thing from kate nash,difficulttweet
2259,41a86a9b67,need to sleep just neutral ,i just need to sleep,difficulttweet
2260,0b2ccf0b7e, jealous negative , lucky e went jealous ,difficulttweet
2261,6f91801792,its waking negative ,lately i ve been waking up with the sun in my face but not today ,difficulttweet
2262,d8f089b479, x it s only on tonight neutral , x it s only on in glasgow,difficulttweet
2263,ded636e263,he the for of a too neutral ,ha the first request for sending a paper copy of my thesis,difficulttweet
2264,52d7fcfd39,not looking this in school  negative ,not looking forward to driving in this storm ,difficulttweet
2265,5acf4885d4,so very fun  positive ,omg having so much fun watcing house bunny courto isa a ledge for sending me link 3,difficulttweet
2266,dfe5909132,miss negative , imma miss dem kobe nd bron commrcials wen cleveland get knocked out doe they wer funny,difficulttweet
2267,59d4b58ebd,thanks appreciate positive , thanks man i appreciate it you rock sir ,difficulttweet
2268,b5cbb35228,new so early i won t talk to now neutral ,wants new hair now just so frank won t talk to me,difficulttweet
2269,ad1524a0c7,so him see neutral ,want to see him so badly,difficulttweet
2270,0382b0a358, i was how am sad to see guys neutral , i was just thinking about how excited i am for you guys to move but then i realized how sad i am to see you go ,difficulttweet
2271,fe9c9f7f2f,looking forward to be  negative ,really am sorry becausei was looking forward to it thought itd be fun and u wanted to hear it iowe u a beer ,difficulttweet
2272,7a4f2f28ba,sucks negative this ,i have not been this sick in years omg this sucks so bad sickness ended up including a full restroom cleanup ,difficulttweet
2273,4b3a5b41b6, where is the neutral , where is the song ,difficulttweet
2274,b6cd695d48,bout positive ,working and attempting to keep squirrels away squirels 1 jesska 0 i should stick to spiders,difficulttweet
2275,cd60606781, so love it positive , shrugs so do i but it was too funny plus you know you enjoyed it tweet love you ,difficulttweet
2276,32e183bbad,loved positive ,s s aus fshionwk zimmermann illionare dhini gail sorronda romance was born lisa ho cassette society loved the tutu balmain ispired ,difficulttweet
2277,15e5ad39f3,so day has just been to cry  negative ,my day has been so crappy that i just want to cry ,difficulttweet
2278,bfca4ba8ce,o so negative , i have 2 friends going so jealous,difficulttweet
2279,062ffc4f0d,sad negative ,sad that will have to leave my beautiful apartment,difficulttweet
2280,5bdecb0d75,is still a for  neutral ,is still craving for a cheeseburger ,difficulttweet
2281,1b59763e81, dont you neutral , you dont say,difficulttweet
2282,a17703215b,having a good  ,having a cup of tea i have a cold so it s tasting really good ,difficulttweet
2283,a240940b31,better positive ,never realized how good techmeme is until i actually read it duh as an avid tech crunch reader this is much better ,difficulttweet
2284,6c256de604, make it , make it full girl 120 ,difficulttweet
2285,5955233380, how are you neutral , heyy how are you ,difficulttweet
2286,51be0f0a7c,good am  positive ,radio royals am transmitter has packed up today not good anyone got a spare in your shed lol,difficulttweet
2287,11946e367a,wow s  positive , lol wow that s good haha i still can t believe it s mother s day ,difficulttweet
2288,5d9e44e6aa,sad negative ,just saw up it was a cute movie passed by a place called a peasants kitchen wtf that names kinda sad,difficulttweet
2289,a37538b291, negative , will have to it s only across the water and all just damned expensive,difficulttweet
2290,c9a52dee1f,i m gonna be here but mad negative ,guess i m gonna try the nap thing again 2day but since my kids haven t cooperated with it yet this week i m sure 2day won t be different,difficulttweet
2291,1dda981140,who to one and got tonight last week be another this neutral ,and so another week begins this one has got to be better than the last,difficulttweet
2292,35aa02c551,im following you  neutral , im following you im following you im sorry ahhahah i missed you ,difficulttweet
2293,dbeef30a84,i like positive , bear i like you,difficulttweet
2294,67381561f6,ugh negative ,ugh i need a job but no one is hiring,difficulttweet
2295,3911f274d6,just im so bored  negative ,on the way back to dublin omg didnt hit the bed until 530 so i am so sleepy but once again on the road back to good ole dublin p ,difficulttweet
2296,ed84aa3983,i can t think  negative ,i don t wanna work a 10 hour shift today i d rather whisper sweet nothings into the earpiece of a lady friend s cellphone ,difficulttweet
2297,822cf03d0d, internet , internet 1 drawing 0 i m backing up blackberry files which could take hours then to the drawing preps done,difficulttweet
2298,670ce5e88e, when i have a like make that neutral , when i have to make a decision like that i always choose black ,difficulttweet
2299,10022832ae,i m suffering from and  neutral ,i m suffering from restless legs and butt syndrome ,difficulttweet
2300,7f8240f623, hey when are you the uk neutral , hey when are you next in the uk ,difficulttweet
2301,f1776ec89e,hope you have a nice best all positive , hope you have a nice relaxing day hope your well wishing you all the best,difficulttweet
2302,2ea6cb3bd3,has to go with a work neutral ,has got to go to work with a slight hangover gd nite thou,difficulttweet
2303,877130d7e5,happy mothers day to all  positive , happy mothers day vicky and to all the other mothers who read this ,difficulttweet
2304,1937abbaac,annoying negative ,i m sunburnt on my arms and i have burnt my mouth and some skin is coming off,difficulttweet
2305,0a36e72ac2,i m staying home  neutral ,staying home because i m badass ,difficulttweet
2306,e4fa21bd2f, bad negative , really bad ones are also classic ,difficulttweet
2307,cfd68d702e,it s still hurts negative ,i want it to be summer now why is it sprinkling still ,difficulttweet
2308,b5da09a0f6,well my ,my birthday weekend cant find where my ex hid our dane cook tickets for tomorrow wtf that s all i wanted for my birthday,difficulttweet
2309,53a531c7b4,pain negative ,the voter paint just peeled off my skin or maybe my skin just peeled off with the voter paint,difficulttweet
2310,32739ec46e,monday neutral ,wake n bake monday,difficulttweet
2311,054d16c70d, i can t haven yet then , i can t say i ve tried but then again i haven t tried with a sword either not yet anyway ,difficulttweet
2312,b1195a418c,another weekend is still day to go week  neutral ,this weekend has been probably the best and there is still another day to go ,difficulttweet
2313,2d782345bc, was , testfest was weer een groot succes,difficulttweet
2314,b8b975d265,stupid negative ,no pool today stupid weather ,difficulttweet
2315,4b1e5d7c3a,i really wish you could your know neutral , youremyheroine i really know how you feelin i wish i could hug you,difficulttweet
2316,5898290010, he not off to neutral , he not getting off early ,difficulttweet
2317,39f74c5153,i m going home  neutral ,i m going to estonia woohoo ,difficulttweet
2318,3949bb2591,hope that s so exciting positive , stjohn that s what we hope for ,difficulttweet
2319,ced0bb0d25,i negative ,i meant looking like a tiger stupid predictive text,difficulttweet
2320,5428d6a1dd,just lost and i to set  neutral ,just finished playing mahjong i lost 38 to mag and weisheng ,difficulttweet
2321,3f09fa2af2,it out in my new home yay can of  positive ,my new site is stuck in the google sandpit now test of my skills until it comes back out ,difficulttweet
2322,cee062574a,thanks to ,thanks to and i m now on twitter ,difficulttweet
2323,166332e48a,bored  ,i m oh so very bored buut almost 2 days til i leave for france ,difficulttweet
2324,8f25eabe4a,you ve god go to see with  neutral ,to overcome whatever darts the enemy may try and stop you with we ve gotta stay focused tweetz god bless you ,difficulttweet
2325,3c41934098,miss negative , kimmeh me too i miss it i however will humpthestump for the rest of my life ,difficulttweet
2326,9c1e71d5e9,but looking will be  negative ,can t help but feel today will be a massive michael jackson rumour day cue all the mj haters ,difficulttweet
2327,1cebd63a24,quite finally positive ,i ve just about made it all the way round the park jogging quite pleased for my 6th outing,difficulttweet
2328,8e48929733,died today negative ,ipod died today,difficulttweet
2329,6545e365a0,nice positive , is new van a nice one,difficulttweet
2330,b221ecd789, positive ,birthday girl in the house tweet tweet suckas,difficulttweet
2331,c28bdcf8dc,my hurt negative ,my fingers hurt,difficulttweet
2332,43ee369d34,good positive following me out of you get to see  neutral ,following new other sanctuary fans see the wonders of sanctuarysunday good to meet you all ,difficulttweet
2333,9093f4a84f,my negative is , the old blue g4 is too slow to code on nowadays i have a laptop i ve borrowed from work lets me lounge while i browse,difficulttweet
2334,b432c9fadc, hugs will be there neutral , ess since t will be away come to tucson ,difficulttweet
2335,87b8d7449f,i m ,saw the blink show from the tmobile party i m speachless,difficulttweet
2336,36589d3c2d,dang have a headache negative ,homework ew fml should i pull an all nighter i think i m gonna have to again,difficulttweet
2337,5055018a65, go neutral , when u go lmk let s go together,difficulttweet
2338,28013de754,perfect positive ,watching my tiny nephew perfect baby,difficulttweet
2339,df82999f38,happy positive ,happy mothers day to all the moms it s a tough job but totally worth it ,difficulttweet
2340,ccd4caa001,i positive ,i gave up on tumblr because the api isn t pointing to the private account,difficulttweet
2341,e10587e6de,hate negative ,oh insomnia i hate you i m bored of staring at my ceiling cano go sleepnow please ,difficulttweet
2342,d41721b745,come to today negative neutral ,two o clock please come faster,difficulttweet
2343,fc5de3287d, so i t know why negative , nooo i don t know why i click on tweetdeck 0 25 manual blink182 air and it doesn t run so sad ,difficulttweet
2344,96ed7455c3,he was looked  negative , arcelay i got chased by a male chihuahua that looked like he was pregnant today he was black and ,difficulttweet
2345,1cf039efa9,home in the rain  neutral ,walked home in the rain ,difficulttweet
2346,ecfcc8230f, thanks and thats neutral , ahaha thats okay and thanks,difficulttweet
2347,3b5d1cc375, are and , and why are u two fighting ,difficulttweet
2348,5dfc83d141,its going to all hear here  neutral , indeed twitter is where its at mate its all happening on here enjoy hope to see you arou ,difficulttweet
2349,7a7f7181c7,lovely positive , i just want to say both you taylor swift and hayley williams have a great and lovely voice ,difficulttweet
2350,38d2b216c7,says a for new ,watching h a got new photos for myy room waiting for ulise to get home ,difficulttweet
2351,5f58dc8b36,now negative ,i have been playing skate for two hours now i need to get out and actually skate but it s too late,difficulttweet
